supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Amoxicillin,Gulf Drug,4600,Dubai Hospital,16,3,735
Wheelchair,MPC Healthcare,4447,Al Zahra Hospital Dubai,25,2,603
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,1231,Thumbay Hospital Dubai,41,5,860
Syringe Set,Planet Distribution,4199,American Hospital Dubai,39,1,945
Hydrochlorothiazide,HealthPro Distributors UAE,3424,Saudi German Hospital Dubai,17,1,220
Omeprazole,Kiwi Medical Supplies,3980,Mediclinic City Hospital Dubai,41,3,828
Lisinopril,Gulf Drug,181,NMC Royal Hospital Dubai,41,2,651
ECG Machine,MPC Healthcare,177,NMC Royal Hospital Dubai,48,4,226
Scalpel,Pharma Solutions,1420,American Hospital Dubai,24,3,360
Sterile Gauze,Al Maqam Medical Supplies LLC,2038,Dubai Hospital,38,3,628
Blood Pressure Monitor,Global Med UAE,1042,Mediclinic City Hospital Dubai,32,4,794
Ibuprofen,Global Med UAE,628,Dubai Hospital,41,2,368
Simvastatin,Al Maqam Medical Supplies LLC,85,Mediclinic City Hospital Dubai,40,2,622
Thermometer,HealthPro Distributors UAE,3524,American Hospital Dubai,21,3,747
Paracetamol,Al Naghi Medical,2325,Mediclinic City Hospital Dubai,32,4,641
Simvastatin,Paramount Medical Equipment Trading LLC,634,Saudi German Hospital Dubai,23,2,113
Prednisolone,HealthPro Distributors UAE,389,Dubai Hospital,21,3,551
Pulse Oximeter,Metromed,3378,American Hospital Dubai,38,2,117
ECG Machine,Metromed,1620,Saudi German Hospital Dubai,39,1,638
Wheelchair,Global Med UAE,4482,Mediclinic City Hospital Dubai,43,3,120
IV Bag,Paramount Medical Equipment Trading LLC,3550,American Hospital Dubai,30,3,373
Syringe Set,Global Med UAE,4118,Mediclinic City Hospital Dubai,27,3,363
Ventilator,Al Maqam Medical Supplies LLC,2973,Dubai Hospital,14,2,675
Stethoscope,Gulf Drug,903,American Hospital Dubai,38,3,347
Hand Sanitizer,Babirus LLC,3173,Mediclinic City Hospital Dubai,28,4,682
Amoxicillin,City Pharmacy Co.,4886,Dubai Hospital,49,2,402
Metformin,Al Zahrawi Medical,4070,Saudi German Hospital Dubai,47,4,122
Defibrillator,Kiwi Medical Supplies,663,Emirates Hospital Dubai,29,1,737
Disposable Gloves,Al Naghi Medical,4465,Saudi German Hospital Dubai,31,3,185
Blood Pressure Monitor,Kiwi Medical Supplies,1617,Mediclinic City Hospital Dubai,27,3,346
Prednisolone,Global Med UAE,1760,American Hospital Dubai,23,3,892
Paracetamol,Al Zahrawi Medical,1027,NMC Royal Hospital Dubai,45,2,996
Ibuprofen,Paramount Medical Equipment Trading LLC,263,Saudi German Hospital Dubai,50,3,406
Ciprofloxacin,Paramount Medical Equipment Trading LLC,3195,Saudi German Hospital Dubai,12,3,492
Salbutamol,Al Naghi Medical,1242,Dubai Hospital,32,5,559
Fluconazole,Al Maqam Medical Supplies LLC,4989,Thumbay Hospital Dubai,34,3,722
Sterile Gauze,Al Maqam Medical Supplies LLC,2330,NMC Royal Hospital Dubai,11,4,731
Prednisolone,Metromed,4990,Mediclinic City Hospital Dubai,17,3,747
Ventilator,Al Maqam Medical Supplies LLC,92,Emirates Hospital Dubai,22,2,252
Blood Pressure Monitor,Metromed,1058,American Hospital Dubai,38,4,421
Drip Stand,AKI Pharma,4721,Thumbay Hospital Dubai,10,3,926
Surgical Masks,Al Maqam Medical Supplies LLC,2329,Mediclinic City Hospital Dubai,32,4,795
Omeprazole,MPC Healthcare,705,Al Zahra Hospital Dubai,22,4,393
Pulse Oximeter,Al Zahrawi Medical,1522,Emirates Hospital Dubai,30,3,611
Disposable Gloves,City Pharmacy Co.,3497,Saudi German Hospital Dubai,38,1,483
Metformin,Al Maqam Medical Supplies LLC,3221,Al Zahra Hospital Dubai,24,4,115
Lisinopril,Global Med UAE,3183,Saudi German Hospital Dubai,38,2,135
Drip Stand,Kiwi Medical Supplies,420,Saudi German Hospital Dubai,15,3,330
Metronidazole,Al Zahrawi Medical,2402,Al Zahra Hospital Dubai,50,3,791
Stethoscope,Pharma Solutions,376,Emirates Hospital Dubai,15,3,643
Pantoprazole,Pharma Solutions,4245,Dubai Hospital,39,2,988
Fluconazole,Al Zahrawi Medical,1978,Al Zahra Hospital Dubai,26,3,974
ECG Machine,Al Naghi Medical,1946,Mediclinic City Hospital Dubai,39,4,762
Metronidazole,Babirus LLC,4989,Thumbay Hospital Dubai,16,4,220
Atorvastatin,AKI Pharma,2477,Thumbay Hospital Dubai,31,4,860
Ventilator,HealthPro Distributors UAE,166,Al Zahra Hospital Dubai,24,2,217
Hydrochlorothiazide,Global Med UAE,2763,Mediclinic City Hospital Dubai,11,4,578
Simvastatin,AKI Pharma,3847,Dubai Hospital,14,2,280
Simvastatin,HealthPro Distributors UAE,3864,Thumbay Hospital Dubai,45,2,161
Ventilator,Al Zahrawi Medical,626,Mediclinic City Hospital Dubai,23,3,893
IV Bag,Paramount Medical Equipment Trading LLC,1499,Dubai Hospital,18,3,569
IV Bag,AKI Pharma,3398,Mediclinic City Hospital Dubai,16,4,364
Amoxicillin,Planet Distribution,931,Saudi German Hospital Dubai,15,2,996
Pantoprazole,HealthPro Distributors UAE,4278,Thumbay Hospital Dubai,20,3,140
Stethoscope,Pharma Solutions,2057,Dubai Hospital,44,2,278
Stethoscope,Babirus LLC,1357,Thumbay Hospital Dubai,34,3,601
Bandage Roll,Metromed,2419,Saudi German Hospital Dubai,31,5,770
Salbutamol,Paramount Medical Equipment Trading LLC,3717,Al Zahra Hospital Dubai,21,3,369
Omeprazole,Metromed,767,Saudi German Hospital Dubai,43,4,465
Azithromycin,Al Naghi Medical,1399,Thumbay Hospital Dubai,19,2,513
Drip Stand,Metromed,2820,Thumbay Hospital Dubai,24,2,899
Pantoprazole,Gulf Drug,4531,Emirates Hospital Dubai,47,5,281
Surgical Masks,Al Maqam Medical Supplies LLC,4279,Dubai Hospital,43,5,189
Syringe Set,Al Maqam Medical Supplies LLC,4120,Al Zahra Hospital Dubai,47,3,979
Pantoprazole,HealthPro Distributors UAE,656,Saudi German Hospital Dubai,37,3,304
Salbutamol,Pharma Solutions,4179,Dubai Hospital,26,3,765
Insulin Pen,Babirus LLC,2839,American Hospital Dubai,49,2,213
Lisinopril,City Pharmacy Co.,895,Dubai Hospital,47,3,184
Omeprazole,Planet Distribution,898,American Hospital Dubai,17,4,617
IV Bag,Global Med UAE,4033,Al Zahra Hospital Dubai,41,4,761
Omeprazole,Al Naghi Medical,4247,Saudi German Hospital Dubai,28,3,233
Atorvastatin,MPC Healthcare,3269,Saudi German Hospital Dubai,19,3,247
Syringe Set,Global Med UAE,3288,Mediclinic City Hospital Dubai,36,5,795
Aspirin,Al Maqam Medical Supplies LLC,175,Thumbay Hospital Dubai,40,3,777
Drip Stand,AKI Pharma,833,NMC Royal Hospital Dubai,33,3,977
Thermometer,Global Med UAE,587,Emirates Hospital Dubai,47,2,395
Pulse Oximeter,AKI Pharma,4327,Dubai Hospital,21,4,967
Bandage Roll,Global Med UAE,4309,Al Zahra Hospital Dubai,34,2,877
Hydrochlorothiazide,Global Med UAE,1602,NMC Royal Hospital Dubai,16,3,758
Stethoscope,Al Naghi Medical,4245,Dubai Hospital,19,5,658
Prednisolone,Planet Distribution,1022,NMC Royal Hospital Dubai,15,3,663
Hydrochlorothiazide,Gulf Drug,803,Al Zahra Hospital Dubai,50,5,278
Blood Pressure Monitor,MPC Healthcare,2446,Saudi German Hospital Dubai,41,3,355
Sterile Gauze,Al Maqam Medical Supplies LLC,3287,Al Zahra Hospital Dubai,36,4,872
IV Bag,Kiwi Medical Supplies,3019,Dubai Hospital,47,2,594
Insulin Pen,Paramount Medical Equipment Trading LLC,3155,NMC Royal Hospital Dubai,46,4,575
Fluconazole,Metromed,174,Thumbay Hospital Dubai,45,5,300
Thermometer,Kiwi Medical Supplies,1778,Emirates Hospital Dubai,30,4,986
Hydrochlorothiazide,Kiwi Medical Supplies,3145,Emirates Hospital Dubai,15,3,438
Atorvastatin,City Pharmacy Co.,2684,Thumbay Hospital Dubai,47,2,297
Levothyroxine,Babirus LLC,4984,Thumbay Hospital Dubai,20,3,469
Metronidazole,Al Zahrawi Medical,4203,Saudi German Hospital Dubai,10,3,344
Metformin,MPC Healthcare,3975,Dubai Hospital,49,3,700
Prednisolone,MPC Healthcare,3987,American Hospital Dubai,15,3,519
Metformin,Al Maqam Medical Supplies LLC,3638,Al Zahra Hospital Dubai,30,3,915
Oxygen Cylinder,Kiwi Medical Supplies,2269,Emirates Hospital Dubai,26,4,517
Oxygen Cylinder,MPC Healthcare,923,Thumbay Hospital Dubai,32,1,488
Stethoscope,Paramount Medical Equipment Trading LLC,4094,Al Zahra Hospital Dubai,24,3,331
Wheelchair,MPC Healthcare,251,Emirates Hospital Dubai,24,3,555
Aspirin,Global Med UAE,3796,Thumbay Hospital Dubai,35,2,543
Doxycycline,Babirus LLC,4111,Dubai Hospital,18,4,277
Surgical Scissors,Al Naghi Medical,152,Emirates Hospital Dubai,41,4,804
Pulse Oximeter,HealthPro Distributors UAE,3723,Saudi German Hospital Dubai,26,4,702
Fluconazole,Metromed,3230,American Hospital Dubai,38,3,606
Sterile Gauze,Global Med UAE,3605,American Hospital Dubai,16,3,874
Fluconazole,Paramount Medical Equipment Trading LLC,4150,Thumbay Hospital Dubai,32,1,953
IV Bag,Gulf Drug,3030,Emirates Hospital Dubai,50,3,332
Metronidazole,Al Maqam Medical Supplies LLC,2095,Saudi German Hospital Dubai,29,3,648
IV Bag,AKI Pharma,679,Mediclinic City Hospital Dubai,19,2,286
Ibuprofen,HealthPro Distributors UAE,68,Al Zahra Hospital Dubai,14,5,422
Lisinopril,Al Naghi Medical,915,Al Zahra Hospital Dubai,49,2,958
Prednisolone,Paramount Medical Equipment Trading LLC,827,NMC Royal Hospital Dubai,50,4,110
Metronidazole,MPC Healthcare,3996,Saudi German Hospital Dubai,47,3,948
Oxygen Cylinder,Al Maqam Medical Supplies LLC,1796,Emirates Hospital Dubai,44,4,699
Salbutamol,Al Maqam Medical Supplies LLC,4850,Dubai Hospital,34,3,240
Scalpel,Paramount Medical Equipment Trading LLC,2038,Dubai Hospital,16,3,734
Surgical Masks,Al Maqam Medical Supplies LLC,1822,NMC Royal Hospital Dubai,23,2,446
Wheelchair,Al Zahrawi Medical,3311,Thumbay Hospital Dubai,25,2,542
Azithromycin,Babirus LLC,777,Emirates Hospital Dubai,33,3,782
Losartan,Kiwi Medical Supplies,2336,NMC Royal Hospital Dubai,35,3,930
Thermometer,Global Med UAE,3875,American Hospital Dubai,23,2,281
Sterile Gauze,City Pharmacy Co.,1504,Al Zahra Hospital Dubai,39,2,924
Syringe Set,Paramount Medical Equipment Trading LLC,3393,Emirates Hospital Dubai,22,1,795
Lisinopril,Kiwi Medical Supplies,2325,NMC Royal Hospital Dubai,46,1,473
Prednisolone,Metromed,913,American Hospital Dubai,26,3,197
Scalpel,MPC Healthcare,384,Saudi German Hospital Dubai,49,5,561
Drip Stand,MPC Healthcare,1421,NMC Royal Hospital Dubai,21,3,157
Levothyroxine,Pharma Solutions,2373,Thumbay Hospital Dubai,26,1,654
Surgical Masks,Pharma Solutions,3732,Thumbay Hospital Dubai,25,5,348
Salbutamol,Planet Distribution,2014,Thumbay Hospital Dubai,10,3,734
ECG Machine,City Pharmacy Co.,3134,Emirates Hospital Dubai,11,3,407
Fluconazole,MPC Healthcare,2419,Dubai Hospital,36,2,113
Amoxicillin,MPC Healthcare,2477,Dubai Hospital,49,3,669
Paracetamol,Al Naghi Medical,3898,Al Zahra Hospital Dubai,28,2,527
Surgical Scissors,HealthPro Distributors UAE,486,NMC Royal Hospital Dubai,41,4,635
Losartan,City Pharmacy Co.,2500,Saudi German Hospital Dubai,14,4,331
Omeprazole,Gulf Drug,3741,NMC Royal Hospital Dubai,22,4,264
Ventilator,HealthPro Distributors UAE,3716,Al Zahra Hospital Dubai,50,2,928
ECG Machine,Al Zahrawi Medical,4539,American Hospital Dubai,36,4,237
Hydrochlorothiazide,HealthPro Distributors UAE,3314,Al Zahra Hospital Dubai,22,2,998
Salbutamol,Kiwi Medical Supplies,3025,Thumbay Hospital Dubai,25,3,876
Pantoprazole,AKI Pharma,3698,Emirates Hospital Dubai,20,3,707
Insulin Pen,Al Maqam Medical Supplies LLC,4682,American Hospital Dubai,25,3,357
Stethoscope,HealthPro Distributors UAE,3952,Emirates Hospital Dubai,18,2,435
Aspirin,HealthPro Distributors UAE,2683,Thumbay Hospital Dubai,50,3,829
ECG Machine,Babirus LLC,4097,Mediclinic City Hospital Dubai,32,4,804
Bandage Roll,City Pharmacy Co.,3866,Al Zahra Hospital Dubai,40,4,369
Losartan,Paramount Medical Equipment Trading LLC,2703,Al Zahra Hospital Dubai,38,1,793
Sterile Gauze,Paramount Medical Equipment Trading LLC,2914,Saudi German Hospital Dubai,43,1,131
Salbutamol,Kiwi Medical Supplies,3355,NMC Royal Hospital Dubai,37,2,948
Metformin,Planet Distribution,108,American Hospital Dubai,43,3,963
Insulin Pen,Planet Distribution,4396,Dubai Hospital,39,3,338
Simvastatin,Al Naghi Medical,4434,Emirates Hospital Dubai,20,4,667
Losartan,MPC Healthcare,3625,American Hospital Dubai,25,2,464
Pulse Oximeter,HealthPro Distributors UAE,598,Saudi German Hospital Dubai,19,4,406
Losartan,MPC Healthcare,3072,Saudi German Hospital Dubai,34,3,812
Ibuprofen,Al Zahrawi Medical,4021,Emirates Hospital Dubai,17,3,194
Aspirin,AKI Pharma,2360,Dubai Hospital,19,3,508
Disposable Gloves,Kiwi Medical Supplies,2837,NMC Royal Hospital Dubai,44,1,211
Pulse Oximeter,Paramount Medical Equipment Trading LLC,1083,Emirates Hospital Dubai,37,3,923
Drip Stand,AKI Pharma,1136,Emirates Hospital Dubai,14,3,320
Stethoscope,HealthPro Distributors UAE,4342,Thumbay Hospital Dubai,22,4,164
Pantoprazole,Planet Distribution,4653,Dubai Hospital,20,3,747
Pantoprazole,Gulf Drug,144,NMC Royal Hospital Dubai,23,2,233
Thermometer,HealthPro Distributors UAE,2277,Al Zahra Hospital Dubai,42,3,452
Scalpel,Kiwi Medical Supplies,1020,Thumbay Hospital Dubai,45,3,288
Surgical Scissors,Kiwi Medical Supplies,4000,Mediclinic City Hospital Dubai,28,3,420
IV Bag,Al Maqam Medical Supplies LLC,4516,Dubai Hospital,12,3,159
Aspirin,AKI Pharma,762,NMC Royal Hospital Dubai,23,3,322
Sterile Gauze,Kiwi Medical Supplies,4070,Saudi German Hospital Dubai,15,3,733
Surgical Masks,Gulf Drug,4214,Thumbay Hospital Dubai,17,3,141
IV Bag,Gulf Drug,2253,NMC Royal Hospital Dubai,45,2,996
Oxygen Cylinder,HealthPro Distributors UAE,1559,American Hospital Dubai,14,3,731
Surgical Scissors,HealthPro Distributors UAE,4267,Emirates Hospital Dubai,12,2,845
Pantoprazole,Paramount Medical Equipment Trading LLC,2540,Mediclinic City Hospital Dubai,23,3,206
Stethoscope,Paramount Medical Equipment Trading LLC,2899,Al Zahra Hospital Dubai,10,3,301
Thermometer,Metromed,2985,Emirates Hospital Dubai,12,4,313
Hydrochlorothiazide,MPC Healthcare,4904,American Hospital Dubai,50,2,425
Simvastatin,Gulf Drug,96,American Hospital Dubai,42,5,802
Levothyroxine,HealthPro Distributors UAE,4013,Mediclinic City Hospital Dubai,34,4,753
Salbutamol,Paramount Medical Equipment Trading LLC,896,Al Zahra Hospital Dubai,22,3,322
Metformin,Al Maqam Medical Supplies LLC,4348,Saudi German Hospital Dubai,45,3,808
Doxycycline,HealthPro Distributors UAE,993,Thumbay Hospital Dubai,45,4,745
Pantoprazole,Al Maqam Medical Supplies LLC,3402,Dubai Hospital,46,2,566
Lisinopril,Global Med UAE,1294,Al Zahra Hospital Dubai,11,3,494
Wheelchair,Al Naghi Medical,1753,Dubai Hospital,11,5,943
Azithromycin,Gulf Drug,4379,NMC Royal Hospital Dubai,42,3,963
Hand Sanitizer,City Pharmacy Co.,2681,American Hospital Dubai,42,4,347
Ciprofloxacin,Al Maqam Medical Supplies LLC,3494,NMC Royal Hospital Dubai,16,4,943
Salbutamol,Global Med UAE,4249,Saudi German Hospital Dubai,45,5,834
Lisinopril,City Pharmacy Co.,4049,NMC Royal Hospital Dubai,40,3,298
Syringe Set,Paramount Medical Equipment Trading LLC,4344,Al Zahra Hospital Dubai,30,3,438
Prednisolone,Gulf Drug,2523,NMC Royal Hospital Dubai,24,3,361
Pantoprazole,Babirus LLC,3485,Saudi German Hospital Dubai,28,2,415
Losartan,Pharma Solutions,495,Saudi German Hospital Dubai,19,4,260
Scalpel,Babirus LLC,1429,Saudi German Hospital Dubai,50,3,657
Doxycycline,Pharma Solutions,118,Al Zahra Hospital Dubai,38,3,144
Disposable Gloves,City Pharmacy Co.,2259,Saudi German Hospital Dubai,22,5,728
Insulin Pen,Kiwi Medical Supplies,3534,American Hospital Dubai,36,3,205
Defibrillator,Global Med UAE,2769,Emirates Hospital Dubai,45,3,807
Doxycycline,HealthPro Distributors UAE,4561,Saudi German Hospital Dubai,23,1,107
Pantoprazole,Al Zahrawi Medical,2109,NMC Royal Hospital Dubai,13,3,701
Losartan,Pharma Solutions,748,Thumbay Hospital Dubai,28,3,312
Pantoprazole,Al Naghi Medical,821,NMC Royal Hospital Dubai,10,5,520
Bandage Roll,Planet Distribution,4185,Thumbay Hospital Dubai,30,1,190
Ventilator,Al Naghi Medical,2678,NMC Royal Hospital Dubai,20,2,498
Metronidazole,Al Maqam Medical Supplies LLC,893,Al Zahra Hospital Dubai,34,1,162
Hand Sanitizer,Babirus LLC,741,NMC Royal Hospital Dubai,35,3,266
Thermometer,Gulf Drug,561,Al Zahra Hospital Dubai,34,3,882
Wheelchair,Metromed,2405,Al Zahra Hospital Dubai,40,3,945
Stethoscope,Babirus LLC,4324,Saudi German Hospital Dubai,24,4,442
Metformin,Al Maqam Medical Supplies LLC,1924,American Hospital Dubai,31,2,363
Paracetamol,Planet Distribution,2817,Thumbay Hospital Dubai,21,3,274
Lisinopril,Babirus LLC,1229,Saudi German Hospital Dubai,32,3,166
Prednisolone,Al Naghi Medical,718,Saudi German Hospital Dubai,15,2,495
Ciprofloxacin,HealthPro Distributors UAE,4185,Emirates Hospital Dubai,29,2,962
Ventilator,Planet Distribution,1232,Al Zahra Hospital Dubai,32,3,376
Lisinopril,Al Zahrawi Medical,2121,Al Zahra Hospital Dubai,42,3,147
Levothyroxine,Al Naghi Medical,4425,Thumbay Hospital Dubai,27,4,679
Insulin Pen,City Pharmacy Co.,1310,NMC Royal Hospital Dubai,12,2,573
Fluconazole,Metromed,1415,NMC Royal Hospital Dubai,47,5,347
Metformin,MPC Healthcare,3176,Dubai Hospital,17,1,455
Thermometer,Paramount Medical Equipment Trading LLC,4595,Saudi German Hospital Dubai,16,3,391
Ciprofloxacin,Pharma Solutions,2708,Dubai Hospital,29,3,791
Pantoprazole,Babirus LLC,1576,Mediclinic City Hospital Dubai,14,3,890
ECG Machine,Global Med UAE,2558,Mediclinic City Hospital Dubai,20,3,966
Disposable Gloves,Paramount Medical Equipment Trading LLC,3282,Dubai Hospital,11,4,766
Wheelchair,Gulf Drug,1711,NMC Royal Hospital Dubai,34,2,269
Ventilator,Al Maqam Medical Supplies LLC,2151,Mediclinic City Hospital Dubai,26,3,943
Stethoscope,Pharma Solutions,4114,Emirates Hospital Dubai,24,3,698
Prednisolone,Planet Distribution,1372,NMC Royal Hospital Dubai,41,2,492
Hydrochlorothiazide,Al Zahrawi Medical,353,Al Zahra Hospital Dubai,50,1,964
Ventilator,Al Maqam Medical Supplies LLC,797,Saudi German Hospital Dubai,13,4,555
Ibuprofen,Al Naghi Medical,1598,American Hospital Dubai,29,3,341
Lisinopril,AKI Pharma,4465,Saudi German Hospital Dubai,20,5,840
Insulin Pen,Kiwi Medical Supplies,385,Dubai Hospital,49,4,818
Amoxicillin,HealthPro Distributors UAE,4366,NMC Royal Hospital Dubai,10,3,865
Scalpel,Al Naghi Medical,4289,Dubai Hospital,10,4,237
Stethoscope,Pharma Solutions,1344,Emirates Hospital Dubai,36,2,996
Ciprofloxacin,Planet Distribution,1864,NMC Royal Hospital Dubai,42,3,266
Thermometer,Metromed,1889,Saudi German Hospital Dubai,27,2,263
Blood Pressure Monitor,HealthPro Distributors UAE,1220,Emirates Hospital Dubai,34,3,216
Stethoscope,MPC Healthcare,1927,Emirates Hospital Dubai,30,2,175
Lisinopril,Al Maqam Medical Supplies LLC,1467,Emirates Hospital Dubai,32,1,305
Azithromycin,Kiwi Medical Supplies,756,Thumbay Hospital Dubai,43,4,633
Wheelchair,City Pharmacy Co.,2375,NMC Royal Hospital Dubai,36,3,228
Surgical Scissors,Babirus LLC,1306,Mediclinic City Hospital Dubai,20,4,269
Metronidazole,Metromed,2529,Mediclinic City Hospital Dubai,36,3,156
Disposable Gloves,Al Zahrawi Medical,61,NMC Royal Hospital Dubai,36,5,124
Ventilator,Al Maqam Medical Supplies LLC,3301,NMC Royal Hospital Dubai,26,3,266
Scalpel,Metromed,2169,Thumbay Hospital Dubai,10,3,548
Levothyroxine,Al Maqam Medical Supplies LLC,3673,Mediclinic City Hospital Dubai,36,4,213
Stethoscope,MPC Healthcare,1848,NMC Royal Hospital Dubai,34,2,606
Prednisolone,AKI Pharma,2088,NMC Royal Hospital Dubai,45,2,435
Disposable Gloves,Gulf Drug,3515,Dubai Hospital,12,3,433
Atorvastatin,HealthPro Distributors UAE,423,Thumbay Hospital Dubai,23,1,363
Defibrillator,Al Maqam Medical Supplies LLC,1483,Thumbay Hospital Dubai,44,2,867
Surgical Masks,Paramount Medical Equipment Trading LLC,1682,Saudi German Hospital Dubai,42,2,309
Scalpel,Paramount Medical Equipment Trading LLC,4999,Thumbay Hospital Dubai,43,3,627
Aspirin,Gulf Drug,1713,American Hospital Dubai,50,5,803
Paracetamol,Babirus LLC,138,Mediclinic City Hospital Dubai,34,4,563
Defibrillator,Gulf Drug,4060,Saudi German Hospital Dubai,35,2,372
Drip Stand,Al Zahrawi Medical,3360,American Hospital Dubai,41,1,296
Prednisolone,HealthPro Distributors UAE,3874,NMC Royal Hospital Dubai,25,3,847
Blood Pressure Monitor,Global Med UAE,2866,Dubai Hospital,12,1,491
Prednisolone,City Pharmacy Co.,4579,Dubai Hospital,47,1,986
Disposable Gloves,Kiwi Medical Supplies,3785,NMC Royal Hospital Dubai,20,2,919
Thermometer,Pharma Solutions,1566,Saudi German Hospital Dubai,44,2,487
Ibuprofen,Al Zahrawi Medical,4864,Thumbay Hospital Dubai,30,5,511
Stethoscope,HealthPro Distributors UAE,2844,Emirates Hospital Dubai,41,2,594
ECG Machine,Paramount Medical Equipment Trading LLC,4891,Dubai Hospital,39,1,932
Surgical Scissors,MPC Healthcare,1542,Emirates Hospital Dubai,22,2,527
Ibuprofen,Kiwi Medical Supplies,2647,NMC Royal Hospital Dubai,41,3,304
Ibuprofen,Metromed,2907,Emirates Hospital Dubai,12,3,130
Lisinopril,Planet Distribution,3771,Al Zahra Hospital Dubai,29,1,445
Levothyroxine,Gulf Drug,922,Saudi German Hospital Dubai,47,1,918
Losartan,Paramount Medical Equipment Trading LLC,3963,American Hospital Dubai,17,3,861
Syringe Set,Global Med UAE,595,Saudi German Hospital Dubai,10,3,219
Bandage Roll,Metromed,94,Mediclinic City Hospital Dubai,19,2,118
Disposable Gloves,AKI Pharma,4015,Thumbay Hospital Dubai,34,5,789
Drip Stand,Pharma Solutions,2591,Thumbay Hospital Dubai,27,3,811
Oxygen Cylinder,Gulf Drug,1297,Saudi German Hospital Dubai,17,5,219
Metformin,Pharma Solutions,4508,NMC Royal Hospital Dubai,44,4,631
Defibrillator,Babirus LLC,3516,NMC Royal Hospital Dubai,50,3,110
Levothyroxine,Pharma Solutions,4806,Al Zahra Hospital Dubai,37,5,317
Surgical Scissors,Al Maqam Medical Supplies LLC,4798,Al Zahra Hospital Dubai,45,5,323
Pulse Oximeter,Al Zahrawi Medical,1283,Thumbay Hospital Dubai,37,2,502
Oxygen Cylinder,Al Naghi Medical,3793,Al Zahra Hospital Dubai,11,3,571
Azithromycin,City Pharmacy Co.,4385,Dubai Hospital,13,1,658
Ciprofloxacin,Kiwi Medical Supplies,4594,Dubai Hospital,18,4,279
Disposable Gloves,Gulf Drug,2325,American Hospital Dubai,20,4,950
Disposable Gloves,Global Med UAE,1794,Al Zahra Hospital Dubai,25,2,118
Oxygen Cylinder,Babirus LLC,4975,American Hospital Dubai,15,3,483
Oxygen Cylinder,Al Maqam Medical Supplies LLC,2154,Al Zahra Hospital Dubai,45,4,493
Blood Pressure Monitor,MPC Healthcare,4927,Thumbay Hospital Dubai,30,3,363
Ventilator,Pharma Solutions,2517,Thumbay Hospital Dubai,39,5,136
Insulin Pen,Metromed,543,American Hospital Dubai,27,3,299
Ciprofloxacin,AKI Pharma,400,Saudi German Hospital Dubai,35,2,188
Metformin,AKI Pharma,2214,Thumbay Hospital Dubai,34,3,225
Pantoprazole,Global Med UAE,100,Saudi German Hospital Dubai,46,3,341
Losartan,Kiwi Medical Supplies,3866,NMC Royal Hospital Dubai,50,3,249
Lisinopril,AKI Pharma,2150,Dubai Hospital,11,4,160
Drip Stand,Kiwi Medical Supplies,3197,American Hospital Dubai,31,3,404
Levothyroxine,Babirus LLC,715,Emirates Hospital Dubai,47,3,834
Ciprofloxacin,Al Naghi Medical,2360,Thumbay Hospital Dubai,30,5,872
Surgical Scissors,Paramount Medical Equipment Trading LLC,2974,Mediclinic City Hospital Dubai,38,3,730
Blood Pressure Monitor,Global Med UAE,4480,NMC Royal Hospital Dubai,36,2,953
Metronidazole,AKI Pharma,4872,Saudi German Hospital Dubai,31,3,292
IV Bag,MPC Healthcare,4705,Thumbay Hospital Dubai,40,4,681
Aspirin,Pharma Solutions,4374,American Hospital Dubai,26,3,609
Drip Stand,Babirus LLC,3718,Emirates Hospital Dubai,28,2,349
Surgical Scissors,Kiwi Medical Supplies,2785,Al Zahra Hospital Dubai,44,3,866
Blood Pressure Monitor,Babirus LLC,3018,Emirates Hospital Dubai,32,3,941
Prednisolone,Planet Distribution,3784,Mediclinic City Hospital Dubai,19,3,177
Sterile Gauze,Global Med UAE,1313,Saudi German Hospital Dubai,45,5,653
Syringe Set,Planet Distribution,828,NMC Royal Hospital Dubai,18,2,736
Blood Pressure Monitor,Al Zahrawi Medical,1836,Emirates Hospital Dubai,26,5,803
Scalpel,Babirus LLC,3821,American Hospital Dubai,49,4,622
Fluconazole,Planet Distribution,4276,Mediclinic City Hospital Dubai,24,5,492
Doxycycline,Kiwi Medical Supplies,183,American Hospital Dubai,29,4,332
Oxygen Cylinder,Metromed,4905,Thumbay Hospital Dubai,14,2,190
Insulin Pen,Planet Distribution,4369,Al Zahra Hospital Dubai,33,3,355
Metformin,MPC Healthcare,2427,NMC Royal Hospital Dubai,31,2,565
ECG Machine,Planet Distribution,3664,American Hospital Dubai,10,2,106
Fluconazole,City Pharmacy Co.,1581,Saudi German Hospital Dubai,37,4,475
Syringe Set,Pharma Solutions,670,Thumbay Hospital Dubai,32,4,692
Paracetamol,MPC Healthcare,4680,Thumbay Hospital Dubai,12,3,476
Surgical Scissors,Gulf Drug,221,NMC Royal Hospital Dubai,24,3,467
Losartan,Al Maqam Medical Supplies LLC,981,Thumbay Hospital Dubai,27,4,243
Wheelchair,MPC Healthcare,2770,Saudi German Hospital Dubai,20,2,392
Simvastatin,HealthPro Distributors UAE,332,American Hospital Dubai,25,1,127
Hand Sanitizer,Gulf Drug,3741,NMC Royal Hospital Dubai,11,3,485
Pantoprazole,HealthPro Distributors UAE,2206,Dubai Hospital,12,3,945
