supply_name,supplier_name,quantity_supplied,hospital_name,weekly_wastage,severity,people_per_week
Paracetamol,Planet Distribution,18455.0,Mediclinic City Hospital Dubai,45,1,969
Metformin,Al Zahrawi Medical,11953.0,American Hospital Dubai,35,3,747
Bandage Roll,Kiwi Medical Supplies,3049.0,Thumbay Hospital Dubai,36,2,865
Ibuprofen,AKI Pharma,2255.0,Thumbay Hospital Dubai,32,4,622
Surgical Masks,Gulf Drug,7556.0,Emirates Hospital Dubai,11,3,854
Oxygen Cylinder,Al Maqam Medical Supplies LLC,3353.0,Thumbay Hospital Dubai,41,4,707
Omeprazole,MPC Healthcare,9419.0,Dubai Hospital,11,2,171
Aspirin,City Pharmacy Co.,10944.0,Emirates Hospital Dubai,17,4,182
Stethoscope,Global Med UAE,5436.0,Thumbay Hospital Dubai,48,3,572
Omeprazole,Al Maqam Medical Supplies LLC,12018.0,American Hospital Dubai,26,3,904
Simvastatin,Metromed,7948.0,Al Zahra Hospital Dubai,33,2,654
Atorvastatin,Global Med UAE,3977.0,NMC Royal Hospital Dubai,20,3,777
Amoxicillin,Babirus LLC,13500.0,NMC Royal Hospital Dubai,48,3,598
Ibuprofen,Metromed,2113.0,Thumbay Hospital Dubai,21,3,112
Stethoscope,City Pharmacy Co.,4103.0,Saudi German Hospital Dubai,33,3,903
Ibuprofen,HealthPro Distributors UAE,2689.0,Mediclinic City Hospital Dubai,44,3,312
Amoxicillin,Al Naghi Medical,13132.0,American Hospital Dubai,13,3,316
Surgical Scissors,Babirus LLC,2470.0,Saudi German Hospital Dubai,50,3,539
Syringe Set,Al Maqam Medical Supplies LLC,20303.0,Dubai Hospital,37,4,525
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,1934.0,Saudi German Hospital Dubai,45,4,825
Paracetamol,AKI Pharma,17480.0,Thumbay Hospital Dubai,34,3,883
Insulin Pen,Al Maqam Medical Supplies LLC,4374.0,American Hospital Dubai,48,3,702
Amoxicillin,Pharma Solutions,15649.0,NMC Royal Hospital Dubai,22,3,843
Prednisolone,City Pharmacy Co.,6617.0,Mediclinic City Hospital Dubai,30,1,984
Oxygen Cylinder,Global Med UAE,2226.0,NMC Royal Hospital Dubai,41,5,962
Defibrillator,Al Maqam Medical Supplies LLC,1955.0,Saudi German Hospital Dubai,47,5,614
Thermometer,Pharma Solutions,9746.0,Dubai Hospital,18,2,515
Bandage Roll,Gulf Drug,2009.0,Mediclinic City Hospital Dubai,38,4,142
Ibuprofen,Paramount Medical Equipment Trading LLC,1015.0,Al Zahra Hospital Dubai,31,3,847
Omeprazole,Gulf Drug,12187.0,Saudi German Hospital Dubai,43,2,899
Prednisolone,Paramount Medical Equipment Trading LLC,5815.0,NMC Royal Hospital Dubai,13,5,994
Ibuprofen,Kiwi Medical Supplies,310.0,NMC Royal Hospital Dubai,32,2,542
Thermometer,Babirus LLC,5125.0,Thumbay Hospital Dubai,43,4,123
Amoxicillin,Planet Distribution,12054.0,NMC Royal Hospital Dubai,18,2,619
Surgical Masks,Babirus LLC,7361.0,American Hospital Dubai,16,3,268
Drip Stand,Paramount Medical Equipment Trading LLC,4982.0,Saudi German Hospital Dubai,34,1,564
Simvastatin,AKI Pharma,6684.0,Emirates Hospital Dubai,10,2,949
Lisinopril,AKI Pharma,10799.0,Emirates Hospital Dubai,37,1,130
Fluconazole,HealthPro Distributors UAE,8635.0,Dubai Hospital,32,3,701
Hand Sanitizer,Metromed,2737.0,Mediclinic City Hospital Dubai,12,5,378
Scalpel,Global Med UAE,4049.0,NMC Royal Hospital Dubai,22,1,208
Fluconazole,Kiwi Medical Supplies,8573.0,Thumbay Hospital Dubai,22,1,345
Amoxicillin,Global Med UAE,12138.0,Thumbay Hospital Dubai,43,5,803
Salbutamol,AKI Pharma,9957.0,NMC Royal Hospital Dubai,35,1,862
Omeprazole,Paramount Medical Equipment Trading LLC,11335.0,American Hospital Dubai,49,2,361
Ventilator,Pharma Solutions,4181.0,Thumbay Hospital Dubai,30,3,246
Insulin Pen,Planet Distribution,6918.0,Emirates Hospital Dubai,16,4,748
Pulse Oximeter,Kiwi Medical Supplies,3005.0,Mediclinic City Hospital Dubai,13,2,817
Paracetamol,Planet Distribution,17560.0,Saudi German Hospital Dubai,37,5,393
Prednisolone,Paramount Medical Equipment Trading LLC,7477.0,Al Zahra Hospital Dubai,47,5,766
Drip Stand,Kiwi Medical Supplies,3762.0,American Hospital Dubai,13,2,190
IV Bag,Global Med UAE,11034.0,Dubai Hospital,10,3,251
IV Bag,Al Zahrawi Medical,13657.0,Dubai Hospital,31,4,477
Ibuprofen,Global Med UAE,1720.0,Thumbay Hospital Dubai,31,2,288
Levothyroxine,Al Naghi Medical,7404.0,Saudi German Hospital Dubai,18,2,399
Defibrillator,Al Maqam Medical Supplies LLC,2329.0,Al Zahra Hospital Dubai,30,2,345
ECG Machine,Kiwi Medical Supplies,2849.0,Dubai Hospital,23,4,177
Oxygen Cylinder,City Pharmacy Co.,3671.0,NMC Royal Hospital Dubai,36,2,920
Fluconazole,Al Maqam Medical Supplies LLC,5116.0,NMC Royal Hospital Dubai,40,2,986
Simvastatin,Pharma Solutions,8623.0,Mediclinic City Hospital Dubai,33,5,761
Losartan,Planet Distribution,4316.0,Al Zahra Hospital Dubai,17,4,759
Disposable Gloves,AKI Pharma,6515.0,NMC Royal Hospital Dubai,34,1,389
Prednisolone,Al Naghi Medical,5928.0,Dubai Hospital,40,2,240
Amoxicillin,Al Naghi Medical,13183.0,NMC Royal Hospital Dubai,48,4,340
Stethoscope,Pharma Solutions,5810.0,Emirates Hospital Dubai,10,2,428
ECG Machine,Planet Distribution,344.0,Thumbay Hospital Dubai,50,2,124
Aspirin,Al Maqam Medical Supplies LLC,12930.0,Dubai Hospital,13,2,490
Losartan,Babirus LLC,3433.0,Dubai Hospital,19,3,359
Prednisolone,HealthPro Distributors UAE,3698.0,Dubai Hospital,20,3,696
Paracetamol,Al Zahrawi Medical,15231.0,Mediclinic City Hospital Dubai,40,4,246
Losartan,Kiwi Medical Supplies,2556.0,Saudi German Hospital Dubai,49,4,119
Hydrochlorothiazide,Babirus LLC,11581.0,Dubai Hospital,28,3,743
Metformin,AKI Pharma,14135.0,NMC Royal Hospital Dubai,28,4,144
Surgical Masks,Al Maqam Medical Supplies LLC,4266.0,Emirates Hospital Dubai,32,3,281
Lisinopril,Pharma Solutions,7872.0,Dubai Hospital,26,1,650
Lisinopril,Kiwi Medical Supplies,8124.0,American Hospital Dubai,26,3,522
Fluconazole,Babirus LLC,8661.0,American Hospital Dubai,12,2,515
Defibrillator,HealthPro Distributors UAE,2803.0,Saudi German Hospital Dubai,32,3,421
Ibuprofen,Pharma Solutions,2112.0,Al Zahra Hospital Dubai,39,1,856
Wheelchair,Planet Distribution,1863.0,Mediclinic City Hospital Dubai,21,3,508
Surgical Masks,Planet Distribution,5232.0,Emirates Hospital Dubai,27,2,612
Sterile Gauze,City Pharmacy Co.,1110.0,Thumbay Hospital Dubai,44,3,365
Thermometer,Al Naghi Medical,9400.0,Emirates Hospital Dubai,26,3,168
Surgical Scissors,MPC Healthcare,1682.0,American Hospital Dubai,21,3,620
Fluconazole,HealthPro Distributors UAE,9227.0,American Hospital Dubai,16,1,309
Losartan,MPC Healthcare,1763.0,Saudi German Hospital Dubai,41,3,978
Defibrillator,Planet Distribution,682.0,Al Zahra Hospital Dubai,24,4,475
Ibuprofen,Al Maqam Medical Supplies LLC,3672.0,Al Zahra Hospital Dubai,28,3,945
Atorvastatin,MPC Healthcare,6665.0,Saudi German Hospital Dubai,31,3,742
Fluconazole,MPC Healthcare,7334.0,Dubai Hospital,34,2,152
Thermometer,Global Med UAE,6012.0,Emirates Hospital Dubai,18,3,677
Amoxicillin,Metromed,14598.0,American Hospital Dubai,19,3,575
Simvastatin,Planet Distribution,10597.0,Emirates Hospital Dubai,37,1,200
Ventilator,Gulf Drug,4987.0,Emirates Hospital Dubai,12,3,486
Ibuprofen,HealthPro Distributors UAE,4135.0,Mediclinic City Hospital Dubai,48,5,864
Pantoprazole,Metromed,887.0,American Hospital Dubai,36,3,658
Metronidazole,Al Zahrawi Medical,57.0,Al Zahra Hospital Dubai,20,2,709
Pantoprazole,Al Naghi Medical,1493.0,Thumbay Hospital Dubai,31,1,451
Simvastatin,Al Maqam Medical Supplies LLC,10197.0,Emirates Hospital Dubai,10,3,194
Disposable Gloves,HealthPro Distributors UAE,5413.0,American Hospital Dubai,18,3,399
Wheelchair,Al Maqam Medical Supplies LLC,3325.0,Emirates Hospital Dubai,35,5,787
Oxygen Cylinder,Metromed,2466.0,Mediclinic City Hospital Dubai,41,3,811
Surgical Masks,MPC Healthcare,4604.0,Dubai Hospital,22,3,362
Omeprazole,AKI Pharma,12381.0,NMC Royal Hospital Dubai,22,1,871
Ventilator,MPC Healthcare,4037.0,American Hospital Dubai,35,2,619
Disposable Gloves,Metromed,5796.0,Saudi German Hospital Dubai,37,3,113
Doxycycline,Global Med UAE,7776.0,NMC Royal Hospital Dubai,46,3,215
IV Bag,Pharma Solutions,14178.0,Emirates Hospital Dubai,14,3,498
Ibuprofen,Al Zahrawi Medical,3197.0,Saudi German Hospital Dubai,21,2,283
Atorvastatin,Planet Distribution,4804.0,Saudi German Hospital Dubai,23,2,926
Lisinopril,Metromed,9889.0,Saudi German Hospital Dubai,27,3,871
Fluconazole,Al Zahrawi Medical,7660.0,American Hospital Dubai,24,2,522
Ibuprofen,Al Naghi Medical,1164.0,Al Zahra Hospital Dubai,25,3,931
Paracetamol,Al Zahrawi Medical,15075.0,Emirates Hospital Dubai,25,2,566
Atorvastatin,Al Naghi Medical,4595.0,NMC Royal Hospital Dubai,32,2,759
Stethoscope,HealthPro Distributors UAE,5195.0,Mediclinic City Hospital Dubai,42,3,436
Salbutamol,MPC Healthcare,9304.0,Al Zahra Hospital Dubai,32,1,650
Hydrochlorothiazide,City Pharmacy Co.,8092.0,Emirates Hospital Dubai,49,3,212
Pulse Oximeter,Paramount Medical Equipment Trading LLC,3629.0,Dubai Hospital,33,2,966
Disposable Gloves,Global Med UAE,5123.0,Dubai Hospital,40,3,444
Ciprofloxacin,AKI Pharma,8244.0,American Hospital Dubai,48,2,138
Surgical Masks,Pharma Solutions,4484.0,Saudi German Hospital Dubai,15,3,625
Hand Sanitizer,Al Maqam Medical Supplies LLC,3159.0,Mediclinic City Hospital Dubai,18,2,341
Disposable Gloves,Al Zahrawi Medical,6996.0,Emirates Hospital Dubai,20,5,311
Hydrochlorothiazide,Planet Distribution,8596.0,NMC Royal Hospital Dubai,14,1,882
Disposable Gloves,Al Maqam Medical Supplies LLC,9370.0,Emirates Hospital Dubai,39,2,717
Pulse Oximeter,Global Med UAE,457.0,Al Zahra Hospital Dubai,11,3,537
Omeprazole,Pharma Solutions,12927.0,Dubai Hospital,44,4,471
Disposable Gloves,Al Zahrawi Medical,6800.0,Thumbay Hospital Dubai,34,3,511
Ventilator,Kiwi Medical Supplies,5475.0,Al Zahra Hospital Dubai,39,1,399
Insulin Pen,Al Maqam Medical Supplies LLC,5452.0,Emirates Hospital Dubai,17,2,661
Prednisolone,Pharma Solutions,4070.0,Mediclinic City Hospital Dubai,24,2,340
Pulse Oximeter,Metromed,4654.0,Emirates Hospital Dubai,42,3,247
Fluconazole,HealthPro Distributors UAE,7810.0,Emirates Hospital Dubai,22,2,632
Aspirin,AKI Pharma,9028.0,American Hospital Dubai,26,4,549
Wheelchair,Al Zahrawi Medical,4487.0,NMC Royal Hospital Dubai,46,5,438
Oxygen Cylinder,Planet Distribution,996.0,Mediclinic City Hospital Dubai,26,1,135
Losartan,Kiwi Medical Supplies,34.0,Emirates Hospital Dubai,42,1,691
Bandage Roll,Al Zahrawi Medical,2702.0,Saudi German Hospital Dubai,23,3,487
Oxygen Cylinder,AKI Pharma,3935.0,NMC Royal Hospital Dubai,20,2,786
Surgical Scissors,Metromed,1553.0,Al Zahra Hospital Dubai,41,4,490
Disposable Gloves,Babirus LLC,9921.0,Mediclinic City Hospital Dubai,22,4,933
Ventilator,Al Zahrawi Medical,1902.0,Al Zahra Hospital Dubai,38,3,146
Metronidazole,City Pharmacy Co.,3958.0,Dubai Hospital,23,5,386
Scalpel,Planet Distribution,1416.0,Emirates Hospital Dubai,11,5,108
Surgical Scissors,Paramount Medical Equipment Trading LLC,4472.0,Al Zahra Hospital Dubai,24,3,269
Atorvastatin,Babirus LLC,4060.0,Al Zahra Hospital Dubai,29,2,247
Wheelchair,Global Med UAE,777.0,American Hospital Dubai,15,3,174
Fluconazole,Global Med UAE,7354.0,Al Zahra Hospital Dubai,18,3,249
Bandage Roll,HealthPro Distributors UAE,3424.0,Saudi German Hospital Dubai,47,4,230
Stethoscope,Paramount Medical Equipment Trading LLC,7205.0,Saudi German Hospital Dubai,30,2,497
Salbutamol,Al Naghi Medical,11000.0,NMC Royal Hospital Dubai,33,1,613
Wheelchair,Paramount Medical Equipment Trading LLC,3479.0,Emirates Hospital Dubai,23,4,458
Blood Pressure Monitor,Pharma Solutions,1602.0,Thumbay Hospital Dubai,32,5,367
Blood Pressure Monitor,AKI Pharma,3258.0,Dubai Hospital,35,3,213
Stethoscope,Kiwi Medical Supplies,6872.0,Al Zahra Hospital Dubai,47,5,719
Doxycycline,Gulf Drug,8512.0,Al Zahra Hospital Dubai,41,2,220
Ciprofloxacin,Al Maqam Medical Supplies LLC,7431.0,Mediclinic City Hospital Dubai,10,3,626
Prednisolone,Pharma Solutions,5484.0,American Hospital Dubai,46,5,564
Disposable Gloves,City Pharmacy Co.,8699.0,Thumbay Hospital Dubai,19,5,501
Hand Sanitizer,HealthPro Distributors UAE,862.0,NMC Royal Hospital Dubai,33,3,774
Prednisolone,HealthPro Distributors UAE,6594.0,Dubai Hospital,49,3,443
Amoxicillin,Planet Distribution,13292.0,Thumbay Hospital Dubai,43,3,484
Azithromycin,City Pharmacy Co.,11360.0,Al Zahra Hospital Dubai,44,1,384
Aspirin,Al Zahrawi Medical,9044.0,Mediclinic City Hospital Dubai,37,4,205
Prednisolone,Babirus LLC,6790.0,Emirates Hospital Dubai,10,5,872
Ibuprofen,Al Zahrawi Medical,1561.0,American Hospital Dubai,36,4,966
Hand Sanitizer,Metromed,4237.0,Emirates Hospital Dubai,18,3,258
Sterile Gauze,Al Zahrawi Medical,4292.0,NMC Royal Hospital Dubai,40,1,399
Surgical Scissors,Babirus LLC,2371.0,Thumbay Hospital Dubai,20,4,876
Surgical Masks,AKI Pharma,7999.0,NMC Royal Hospital Dubai,36,2,326
Omeprazole,Planet Distribution,11171.0,Al Zahra Hospital Dubai,22,3,672
Doxycycline,Babirus LLC,5559.0,NMC Royal Hospital Dubai,10,5,198
Surgical Masks,Pharma Solutions,3163.0,Emirates Hospital Dubai,23,2,645
IV Bag,Gulf Drug,10944.0,Mediclinic City Hospital Dubai,31,4,188
ECG Machine,City Pharmacy Co.,779.0,NMC Royal Hospital Dubai,44,3,482
Thermometer,Planet Distribution,5590.0,Saudi German Hospital Dubai,37,3,406
Paracetamol,Al Zahrawi Medical,15086.0,Mediclinic City Hospital Dubai,16,3,841
Hydrochlorothiazide,Planet Distribution,8924.0,Thumbay Hospital Dubai,47,3,718
Aspirin,Paramount Medical Equipment Trading LLC,9897.0,American Hospital Dubai,44,4,832
Syringe Set,Babirus LLC,21243.0,American Hospital Dubai,40,3,673
Ibuprofen,Planet Distribution,3944.0,Al Zahra Hospital Dubai,39,1,872
Levothyroxine,Al Zahrawi Medical,7051.0,Al Zahra Hospital Dubai,42,2,711
Drip Stand,Gulf Drug,3572.0,Saudi German Hospital Dubai,10,2,193
Syringe Set,Pharma Solutions,24636.0,Thumbay Hospital Dubai,43,5,609
Paracetamol,Planet Distribution,15419.0,Emirates Hospital Dubai,37,3,281
Amoxicillin,Kiwi Medical Supplies,16643.0,American Hospital Dubai,17,3,357
Paracetamol,City Pharmacy Co.,16542.0,American Hospital Dubai,12,3,103
Defibrillator,Babirus LLC,1217.0,American Hospital Dubai,13,3,780
Defibrillator,Babirus LLC,2332.0,Emirates Hospital Dubai,46,4,191
Drip Stand,MPC Healthcare,2517.0,American Hospital Dubai,20,2,160
Simvastatin,Babirus LLC,7280.0,NMC Royal Hospital Dubai,50,2,799
Salbutamol,Global Med UAE,7529.0,Thumbay Hospital Dubai,25,3,251
Wheelchair,HealthPro Distributors UAE,769.0,Mediclinic City Hospital Dubai,50,3,344
Wheelchair,Global Med UAE,2065.0,Mediclinic City Hospital Dubai,23,3,401
Lisinopril,AKI Pharma,9322.0,Saudi German Hospital Dubai,33,3,461
Amoxicillin,Kiwi Medical Supplies,13714.0,NMC Royal Hospital Dubai,42,2,696
Omeprazole,Al Zahrawi Medical,13120.0,American Hospital Dubai,13,5,151
Metronidazole,MPC Healthcare,4384.0,American Hospital Dubai,17,3,209
Wheelchair,City Pharmacy Co.,2862.0,Al Zahra Hospital Dubai,18,4,302
Aspirin,Kiwi Medical Supplies,12265.0,Al Zahra Hospital Dubai,30,2,946
Sterile Gauze,MPC Healthcare,4829.0,Saudi German Hospital Dubai,16,4,290
Fluconazole,Pharma Solutions,8994.0,American Hospital Dubai,27,2,732
Blood Pressure Monitor,Paramount Medical Equipment Trading LLC,182.0,Saudi German Hospital Dubai,44,3,387
Disposable Gloves,Gulf Drug,9150.0,NMC Royal Hospital Dubai,32,3,224
IV Bag,Planet Distribution,13109.0,Mediclinic City Hospital Dubai,12,3,306
IV Bag,Paramount Medical Equipment Trading LLC,12464.0,American Hospital Dubai,10,1,135
Omeprazole,Global Med UAE,13102.0,Thumbay Hospital Dubai,23,3,758
ECG Machine,Al Maqam Medical Supplies LLC,2695.0,Emirates Hospital Dubai,29,3,963
Levothyroxine,HealthPro Distributors UAE,8388.0,NMC Royal Hospital Dubai,12,3,325
Stethoscope,Al Maqam Medical Supplies LLC,6859.0,American Hospital Dubai,20,1,674
Ciprofloxacin,Pharma Solutions,5720.0,Emirates Hospital Dubai,16,3,323
IV Bag,City Pharmacy Co.,14529.0,Thumbay Hospital Dubai,12,2,620
Disposable Gloves,Al Zahrawi Medical,6679.0,Al Zahra Hospital Dubai,33,2,394
Defibrillator,HealthPro Distributors UAE,3712.0,Saudi German Hospital Dubai,43,4,821
Atorvastatin,Al Naghi Medical,6163.0,Al Zahra Hospital Dubai,31,3,919
Sterile Gauze,Gulf Drug,4521.0,Mediclinic City Hospital Dubai,22,2,707
Azithromycin,Al Zahrawi Medical,11040.0,Al Zahra Hospital Dubai,17,3,289
Hand Sanitizer,Al Maqam Medical Supplies LLC,4077.0,American Hospital Dubai,42,3,242
Metronidazole,Paramount Medical Equipment Trading LLC,2839.0,Thumbay Hospital Dubai,31,3,509
Pulse Oximeter,Gulf Drug,2696.0,Al Zahra Hospital Dubai,47,3,764
Paracetamol,AKI Pharma,15774.0,American Hospital Dubai,49,2,496
Simvastatin,Global Med UAE,10394.0,Mediclinic City Hospital Dubai,43,5,904
Omeprazole,HealthPro Distributors UAE,12365.0,Emirates Hospital Dubai,11,4,919
ECG Machine,City Pharmacy Co.,2283.0,Thumbay Hospital Dubai,11,5,509
Hydrochlorothiazide,Pharma Solutions,7627.0,Al Zahra Hospital Dubai,30,4,974
Syringe Set,Kiwi Medical Supplies,20621.0,Saudi German Hospital Dubai,49,4,628
Scalpel,AKI Pharma,3047.0,Saudi German Hospital Dubai,10,3,869
Levothyroxine,Kiwi Medical Supplies,8865.0,Thumbay Hospital Dubai,13,5,127
Ibuprofen,HealthPro Distributors UAE,3612.0,Saudi German Hospital Dubai,38,1,170
Paracetamol,Babirus LLC,16001.0,Al Zahra Hospital Dubai,11,4,469
Hand Sanitizer,Global Med UAE,4287.0,Al Zahra Hospital Dubai,38,4,809
Disposable Gloves,MPC Healthcare,8993.0,Thumbay Hospital Dubai,32,3,981
Ciprofloxacin,Al Zahrawi Medical,8483.0,Al Zahra Hospital Dubai,39,3,670
Aspirin,Paramount Medical Equipment Trading LLC,8210.0,Emirates Hospital Dubai,14,3,380
Wheelchair,Metromed,2175.0,American Hospital Dubai,27,4,880
Insulin Pen,City Pharmacy Co.,4707.0,Mediclinic City Hospital Dubai,20,3,602
Wheelchair,Global Med UAE,1420.0,Emirates Hospital Dubai,24,3,293
ECG Machine,Kiwi Medical Supplies,2599.0,Emirates Hospital Dubai,43,4,411
Fluconazole,Metromed,6552.0,Saudi German Hospital Dubai,26,1,507
Drip Stand,Al Maqam Medical Supplies LLC,3578.0,American Hospital Dubai,40,2,315
Atorvastatin,HealthPro Distributors UAE,6025.0,Thumbay Hospital Dubai,10,5,396
Blood Pressure Monitor,Pharma Solutions,2149.0,Dubai Hospital,36,4,877
Lisinopril,City Pharmacy Co.,8732.0,Saudi German Hospital Dubai,11,2,491
Disposable Gloves,Kiwi Medical Supplies,7388.0,American Hospital Dubai,23,3,774
Stethoscope,AKI Pharma,4229.0,Al Zahra Hospital Dubai,27,3,754
Omeprazole,City Pharmacy Co.,11373.0,Thumbay Hospital Dubai,43,3,212
Thermometer,Global Med UAE,5309.0,Dubai Hospital,13,1,847
Hydrochlorothiazide,Metromed,8090.0,Thumbay Hospital Dubai,44,4,274
IV Bag,Paramount Medical Equipment Trading LLC,14520.0,Dubai Hospital,23,2,492
Omeprazole,Al Maqam Medical Supplies LLC,10549.0,Dubai Hospital,40,2,902
Metformin,Al Naghi Medical,13706.0,Saudi German Hospital Dubai,32,3,371
Surgical Masks,Al Zahrawi Medical,3845.0,Al Zahra Hospital Dubai,48,3,217
Oxygen Cylinder,AKI Pharma,1292.0,Saudi German Hospital Dubai,30,2,684
Ibuprofen,HealthPro Distributors UAE,3136.0,Dubai Hospital,41,3,199
Syringe Set,Babirus LLC,21740.0,Dubai Hospital,26,5,679
Thermometer,Planet Distribution,7390.0,NMC Royal Hospital Dubai,24,3,337
Thermometer,Gulf Drug,6397.0,American Hospital Dubai,35,4,940
Insulin Pen,Al Zahrawi Medical,6873.0,NMC Royal Hospital Dubai,41,4,846
Metronidazole,Al Maqam Medical Supplies LLC,4632.0,American Hospital Dubai,41,4,534
Surgical Masks,Metromed,4061.0,Mediclinic City Hospital Dubai,49,3,913
Prednisolone,AKI Pharma,5607.0,Emirates Hospital Dubai,37,2,291
Prednisolone,Pharma Solutions,6033.0,Thumbay Hospital Dubai,13,3,148
Lisinopril,MPC Healthcare,9915.0,Saudi German Hospital Dubai,15,3,586
Metformin,Al Maqam Medical Supplies LLC,11566.0,Mediclinic City Hospital Dubai,33,3,571
ECG Machine,Kiwi Medical Supplies,2657.0,Mediclinic City Hospital Dubai,50,3,383
Insulin Pen,Paramount Medical Equipment Trading LLC,6086.0,Thumbay Hospital Dubai,28,4,879
Paracetamol,Kiwi Medical Supplies,17525.0,Thumbay Hospital Dubai,32,3,150
Bandage Roll,Kiwi Medical Supplies,4156.0,American Hospital Dubai,47,2,145
Blood Pressure Monitor,Gulf Drug,888.0,NMC Royal Hospital Dubai,46,3,114
Metronidazole,Kiwi Medical Supplies,1982.0,Al Zahra Hospital Dubai,50,2,420
Syringe Set,City Pharmacy Co.,23307.0,American Hospital Dubai,10,3,677
Hydrochlorothiazide,HealthPro Distributors UAE,8296.0,Al Zahra Hospital Dubai,40,3,223
Losartan,Planet Distribution,3834.0,Mediclinic City Hospital Dubai,17,3,629
Pulse Oximeter,Kiwi Medical Supplies,2117.0,Al Zahra Hospital Dubai,10,3,648
Salbutamol,Paramount Medical Equipment Trading LLC,9236.0,NMC Royal Hospital Dubai,32,3,732
Surgical Scissors,Al Maqam Medical Supplies LLC,1116.0,American Hospital Dubai,25,4,779
Hydrochlorothiazide,Al Naghi Medical,11323.0,Dubai Hospital,11,4,860
Bandage Roll,Al Naghi Medical,1391.0,Thumbay Hospital Dubai,40,4,602
Prednisolone,AKI Pharma,6030.0,Dubai Hospital,26,4,621
Amoxicillin,HealthPro Distributors UAE,16649.0,NMC Royal Hospital Dubai,12,3,252
Aspirin,Metromed,12038.0,Emirates Hospital Dubai,43,3,678
Omeprazole,Kiwi Medical Supplies,11605.0,NMC Royal Hospital Dubai,12,2,222
Metronidazole,Kiwi Medical Supplies,2459.0,Emirates Hospital Dubai,18,2,399
Ventilator,Global Med UAE,4503.0,American Hospital Dubai,33,5,816
Prednisolone,HealthPro Distributors UAE,6766.0,Thumbay Hospital Dubai,41,4,381
Prednisolone,City Pharmacy Co.,6083.0,NMC Royal Hospital Dubai,26,1,140
Omeprazole,MPC Healthcare,11458.0,Dubai Hospital,42,4,526
Hydrochlorothiazide,Kiwi Medical Supplies,8249.0,Emirates Hospital Dubai,10,3,601
Sterile Gauze,Planet Distribution,337.0,Thumbay Hospital Dubai,24,3,408
Lisinopril,Babirus LLC,9001.0,Saudi German Hospital Dubai,45,4,211
Azithromycin,Pharma Solutions,11409.0,Saudi German Hospital Dubai,35,2,802
Syringe Set,Babirus LLC,22918.0,Saudi German Hospital Dubai,38,2,493
Aspirin,Pharma Solutions,11360.0,Al Zahra Hospital Dubai,11,3,730
Insulin Pen,HealthPro Distributors UAE,4982.0,NMC Royal Hospital Dubai,11,1,360
ECG Machine,Al Naghi Medical,936.0,American Hospital Dubai,16,4,318
Pulse Oximeter,Planet Distribution,4476.0,Dubai Hospital,35,4,557
Thermometer,Metromed,7735.0,American Hospital Dubai,14,3,524
Blood Pressure Monitor,MPC Healthcare,4859.0,Al Zahra Hospital Dubai,34,3,961
Ciprofloxacin,Planet Distribution,7092.0,American Hospital Dubai,31,2,348
Aspirin,Pharma Solutions,9359.0,Emirates Hospital Dubai,32,5,837
Hydrochlorothiazide,Al Naghi Medical,8209.0,Saudi German Hospital Dubai,42,1,710
Hydrochlorothiazide,MPC Healthcare,9203.0,Dubai Hospital,31,3,668
Sterile Gauze,Pharma Solutions,4414.0,NMC Royal Hospital Dubai,44,4,986
Pantoprazole,Gulf Drug,4936.0,American Hospital Dubai,49,3,712
Hand Sanitizer,Global Med UAE,2302.0,American Hospital Dubai,30,4,820
Syringe Set,Metromed,23636.0,Mediclinic City Hospital Dubai,27,4,597
Fluconazole,Global Med UAE,8108.0,Mediclinic City Hospital Dubai,31,2,699
Ibuprofen,Metromed,1774.0,Mediclinic City Hospital Dubai,11,3,799
Prednisolone,Global Med UAE,8427.0,NMC Royal Hospital Dubai,36,3,265
Amoxicillin,Planet Distribution,16056.0,Saudi German Hospital Dubai,36,5,625
Pulse Oximeter,Gulf Drug,4084.0,Thumbay Hospital Dubai,21,3,639
Salbutamol,Al Zahrawi Medical,9115.0,Saudi German Hospital Dubai,21,3,560
Losartan,HealthPro Distributors UAE,3280.0,Dubai Hospital,17,1,905
Surgical Masks,HealthPro Distributors UAE,5016.0,Saudi German Hospital Dubai,17,3,818
Atorvastatin,Pharma Solutions,7911.0,NMC Royal Hospital Dubai,32,2,976
Aspirin,Al Naghi Medical,12811.0,Emirates Hospital Dubai,37,2,502
Amoxicillin,Paramount Medical Equipment Trading LLC,16348.0,Emirates Hospital Dubai,49,3,603
Omeprazole,Pharma Solutions,12692.0,NMC Royal Hospital Dubai,48,3,677
Fluconazole,HealthPro Distributors UAE,8435.0,Mediclinic City Hospital Dubai,30,2,748
Pulse Oximeter,Metromed,4785.0,American Hospital Dubai,25,3,975
Sterile Gauze,Al Naghi Medical,2933.0,Al Zahra Hospital Dubai,31,3,517
Defibrillator,Paramount Medical Equipment Trading LLC,3673.0,Al Zahra Hospital Dubai,39,4,885
Lisinopril,Al Naghi Medical,11414.0,Thumbay Hospital Dubai,10,3,467
Thermometer,Kiwi Medical Supplies,7630.0,American Hospital Dubai,29,3,619
Syringe Set,Al Maqam Medical Supplies LLC,24887.0,Thumbay Hospital Dubai,26,3,591
Metformin,City Pharmacy Co.,10025.0,Mediclinic City Hospital Dubai,50,2,801
